,title,len
196,"['地方', '創', '生', '身', '焦がす', '日経', 'ビジネス', '電子', '版', '-', '日経', 'ビジネス', 'オンライン']",13
197,"['Biz', '-', 'Create', '日本', 'ビジネス', '変える', '地方銀行', '共に', '歩む', 'SMBC', '挑戦', '-', 'ITmedia']",13
198,"['生き抜く', '地域', '企業', '見る', 'with', 'コロナ', '時代', '地方', '創', '生', 'Glocal', 'Mission', 'Times', '(', 'グローカルミッションタイムズ', '-', 'Glocal', 'Mission', 'Times']",19
199,"['基調', '講演', '坂本', '内閣', '府', '特命', '担当', '大臣', '登壇', '決定', '参加', '者', '募集', '中', '2', '/', '27', '土', '開催', '!!', '地方', '創', '生', 'ベンチャー', 'サミット', '2021', 'supported', 'by', 'KDDI', '-', 'PR', 'TIMES']",32
200,"['新型', 'コロナ', '対策', '自治体', '支援', '地方', '創', '生', '臨時', '交付', '金', '大阪', '府', '最多', '-', 'NHK', 'NEWS', 'WEB']",18
201,"['行方', '市', 'モリサワ', '地方', '創', '生', 'SDGs', '推進', '目指し', '連携', '協力', '包括', '協定', '締結', '-', 'PR', 'TIMES']",17
202,"['村民', '商品', '券', '２', '万', '円', '上小阿仁', '村', '-', '秋田', '魁', '新報']",12
203,"['地方', '創', '生', '臨時', '交付', '金', 'サポート', 'サービス', '地方', '創', '生', '100', 'プロジェクト', 'スタート', 'コロナ', '地域', '経済', '再生', 'サポート', 'し', '-', 'PR', 'TIMES']",23
204,"['地方', '創', '生', 'アート', 'クリエイティビティ', '促進', '宮崎', '県', '地域', '商社', '2020', '年', '12', '月', '9', '日', '水', 'オンライン', 'トーク', 'セッション', '無料', '配信', '-', 'PR', 'TIMES']",25
205,"['2020', '年度', '地方', '創', '生', 'SDGs', '官民', '連携', 'プラットフォーム', 'マッチング', 'イベント', '登壇', '-', 'PR', 'TIMES']",15
206,"['地方', '国立', '大', '22', '年度', '定員', '増', '地方', '創', '生', '戦略', '改定', '-', '日本経済新聞']",14
207,"['関係', '人口', 'ウィズ', 'コロナ', '時代', '関係', '人口', '考える', '地方', '創', '生', '-', 'Glocal', 'Mission', 'Times']",15
208,"['地方', '創', '生', '政策', 'アイデア', 'コンテスト', '2020', '近畿', '経済', '産業', '局', '-', '経済', '産業', '省']",15
209,"['フラー', 'KDDI', '地方', '創', '生', '推進', 'する', '業務', '提携', '締結', '-', 'PR', 'TIMES']",13
210,"['地方', '創', '生', '女性', '力', '重要', '－', '坂', '担当', '相', '中家', '全中', '会長', '会談', '-', '農業', '協同', '組合', '新聞']",19
211,"['内閣', '府', '地方', '創', '生', '推進', '事務', '局', '発表', 'さ', '地域', '未来', '構想', '20', '中', '参考', '活動', '1', 'コミュニティ', 'ナース', '紹介', 'さ', '-', 'PR', 'TIMES']",25
